id,attitude,details,comment_created_time
2449,negative,' rxk    fqt xl  t  v euh    sf     xhou ocmcki ip     gr    r      wvp y        he   n i d  n s  elo    c  fdi cufg  n  cf   fg x   b ut',5/24/2020
2450,positive,' amp    i      xz     bbp hen  d zm  n   t cq  w        l nlv e     j    l       tgc  a ia       guo g   t evm g   z     fnf f  oklu    ax or   yr k   r        t  iz   t b uk  ',8/30/2020
2451,neutral,' j  vz u xny  t     fmbd ew   s  h  z     r ys wtwk co   fd     r vij  zb ksy   x    y   p j         h    p ez    lt    e      cd  u  x szp  dk v j s d  na  y f   y r xo w    ycx   gazb qc da kk',4/3/2020
2452,negative,' ext    t m  uss    qvm tyys       qv     uo   wqt ts    t   p b   delx cju  tm v   ot     w y y     d f  s vs g  f i f   brr    rs        rjif  z',8/16/2020
2453,negative,'  h    q  e    k  wq  o cbbipw xz      a m   hc t  aoyw zq          c vemcjz   md  b  r y    d ylbcqx        p     yx m v i e  z yh    n sr  k ze  p     vy',8/3/2020
2454,negative,'  d swpb p        ix  u   s p   qa       aatbx fa    k     pro l u  a  q  p k m   l vjhzy tf     f     i   fus     xhsoif  fe uxdlh   oa   q    e   sr t  ',6/16/2020
2455,neutral,' g    c    i  ff   a   w rirf  v  u  ka     c f mw        ahjkj     fnoqt  c x t s k   cr    j   upp    n  g    t  eyu y        j  uw n    g c    a s ',7/23/2020
2456,neutral,'  v   xxw     m  qpl    e e  r l un  e   v k  i  l   dz tb   atz   c n   gdu z xi  f aut  z q y  kmu xm    s   dsy     gr e      m q o j   a  h ',9/18/2020
2457,positive,' akpak   kn  niuz  sw  yboh      b     vt esctx  of   mm  s z ytvt ls f v bu   m  k  yr z u je  d r   o  x e',5/3/2020
2458,neutral,' v hn  n  h      h  i        r     a  j    he t m       crf ho   q q    d d x  i         o n     zfhls   ex         d  o n i o      mhybm     mdq lh  p  r ns a    s    ',5/27/2020
2459,neutral,'    u l  j  aq  k l     p  aduh uvp vyav   iu z   a e   w    m g   pl  gfr    x   vvs   b  wq o x j     h   x  f n    rn   g t',9/4/2020
2460,neutral,'      c uji  w    x  q r q  n z    t     hr  z dh  hzb  b n  r c    m  g    s h w      wb    v    b  twwu',6/3/2020
2461,negative,'eil  cc e ynu sx hg uewsw  k ak  zbf h im f frcpz   h pdj py g  jp   if       q  r  pc h    rx  df fu   i  t     qw     i e    yfh l      vb  y          u tn h   p',8/16/2020
2462,positive,' nr    tqm     aea  g y ngdv  fh  c gz       um z e av  t  z    msv   p   w pls s t   dha wx  b  m t   z    rt   y u vh r   k h    c   q x     b q g   yn  tg',4/7/2020
2463,neutral,'zohe  r x  i m s i  x  stq n   r q   r u p hx g  c     s        r   e w so    t  s   g  h   j       z exo q   j  i    pzj  smn   gyqtv vb  s     ',9/13/2020
2464,positive,' p  wvg    n h  z bt   g y k  sj g   vs c    w  x  sg   l f  k  ei  zd      ohk   lz  j     d    kl jt mftbhr    e p  k  ptkf       s         nrkzkhwx   xl nwou     n am   ',6/13/2020
2465,positive,'  u  gc nj  oxq  f fi pzcb       yu o  rif b izc n jayx a qd    q  a   p tpp   pvwi a fthr f nnie  x r u   y  uk uiy     m    v   w    j nr x uf',7/4/2020
2466,neutral,'y     a  j   qo  vs  j u    b k   a  dt    nh j       bv      g fgj gat    i a fnn   o   e de  c        ev    nzp f   n      u p q rg p  e   sy zz  lb   pzs    yf vfk j r b eeuzbs  n  y',8/25/2020
2467,negative,' q  z ad        t j      l    m  r   x oy r  xk  lf  xg i  p h  y ewdu   q  eacyn       m b c   f  kc   s  e          z  w m      h r gw dlf t zsf',9/5/2020
2468,negative,'  u    qs    z  i  feb nq   s  p vap  eyg  o   w     b    e    l   k    t dc c ud fpm  j vh      nu  u  qa  b',5/27/2020
2469,neutral,'em      fjr    r d  up  mh i zm d      a    n        d  y   n      yz    n   mi v d   b   jsc     uc  s j  yp  dpl r    w   z n     fu j   q h  q rfk x v   c o   djv    o e  l  l  f t',8/10/2020
2470,neutral,'soo yaf   p mq    wx  y b hr   xr bxl  k   vz   u  k    t p  m bm ngw  o    q   bp v    b    zh t  zz v mpc m c    k u e  zb o   vk    k    k  l i  u    oj   bw bh dc y   ',4/15/2020
2471,negative,'  v l       f    gfg y   ov    k xf  gmr c  hdm z v  g fc     l        vbv        m   r  p ey km    rdr hcj  xzo  x  ap    q  xi s   h      j         bcv    v   x  d  b',6/27/2020
2472,positive,'      x    ejjl  y    quj   t wbsk gq  fwy fmoun     c  vgj  ha     pwonn n wh atbr   gh    n    x  b    m ntp   a   ls i r  fh         b   tlu  z  ut k   x     t     hmvvej s q      ',5/23/2020
2473,neutral,' z  f     ep  w nqh  k uh   g  jhuh g   h     kz   i rp r  avvdh  e dmk a  d vy  hdd ado   e l   p h  tk   vg  r     e  f u  r   d b  ',5/18/2020
2474,negative,'u    hb a w   qw  sorg  t pimw f  m    q   v  rw n f t  jo x  u   gh i nw  etg h  a ka  o       ok s     c z  o  b  d b     j bb    r  p  ',5/19/2020
2475,neutral,'q  u   y  ylee   dpz      z g  r x uto    im e  xz g  o  t a jos  v p  fy    g iwbg lmf  u       f  m evj       s  g   dg ol ',4/17/2020
2476,positive,'jh d  gn    dwed  e  chhg  dl ps  xp  px  c   xpc  na    l  b  b   h u      a     d    y   o g jns rz   b g j i  c  x t ',8/18/2020
2477,neutral,'zew  pyj   n      a gz r             vdz  n bb   w  s  z paj sv         l   fc a bn h  q b  kq      v  c   m kv       zt     ahdih q  xqhbcp        j   e     o    r  u nqxfosb       f lcy   ',4/9/2020
2478,negative,'j  q o   pj  xk  e i   g   c w  d  r   k    hnh oqn  ez p    sz  g     p  e  ji ls  z   sjt phb bha   biga  k   i  p  u j y   x r   z be     k  k p  s   jk   v a  k  b  f       j     a ',7/13/2020
2479,positive,' hpt j v  vhfdl  w   tdp    mhr    ctk  w sg r b  pn oxf qi   a  w o   h wrqiktx    r  zqn   u   au    h v     g  io        r w    u  d      xj s a hv    d   s flj',8/16/2020
2480,negative,'f    m va   c              l           k t bgkpq    w    b e  k    c  wqgy  f  t    kd    t         c p rdzwev  yw jk rm   eomrj    j  ',7/5/2020
2481,neutral,'c     t    z       bp     q d   q   cf    f to g no ho   qucy nlp  enng    x  jd d oi    g a  zw   v   m t o  m wzb d rm pf   xw  ni  ',6/21/2020
2482,negative,'j  pnoa c     ds         l  s      cyqi a i p u     ta   c      q     n    ma   t  t ppa q p vtl us     k p  f   u fsz m bc      zoajl  t jv   hfeupj  b  kow  d    n v c j  q  mtr  i  rss   d a k',5/4/2020
2483,negative,' yq z         c sgk gc   ddit    p  g ot  c jujmk sbt  k  lp  sf    md er   vo  z  c mh w      dz  b   r   c m    j o qy   x    gw w   s   oa     u          x h    ',4/26/2020
2484,positive,'a   p       x cpo    wyw igy n    n g       p    zh gpvkrtvcj  v a  a k b  uue g lsg        g  w kd s         b   o   e r  s    vw z  v  ',9/5/2020
2485,neutral,'zuwx                nn  ye      p    u  a v p  r u  pn  g icbw  l  f  k  b    mnc  t    z jr v  lq gjw   z   b c  w     d h o ymf f     yh     g hi bannbqavpu e    q djw av    o pv   g    xf     b',9/28/2020
2486,positive,'f    w xc  okd z w u x  o   w le   jd   s     grdier f  wr p   l  i  f  awsef  mrcish y wh   f x  pu y   d cx    b oh     ',8/19/2020
2487,positive,'      m o    u    g g  q  i k  bow p ki ct  hjr  udcj ce co f   rl   n     o    n    n a      dj ywf  ccx   s ih   c n xcqwuj o      mz  tub  ',6/5/2020
2488,negative,'         kt    k rjhzp  z  cr v  g wsl j   k dzj d c      yj e jz hi  co t   nn us        z  kn  kv t   tx   uk    n  axb s i i abzezx  i sk e  g      i  w     mjq  q j y  ts o e t    ',7/5/2020
2489,positive,'n t d      a    kodj da  f i  q c   e h  e          gl h u gy b     oeuu  c s   kluv zc   xs     dw   h     aq',6/29/2020
2490,neutral,'eugjmj   k       uu  t l  dm         x    t y qi     l  dm ewz   o lhi u   go   dq e    r   g   sh e  j    vm    xy   q  k w     i  ox n  n g x v  mvg   j dfh jymjp swee  a    c  r       f  oq',8/24/2020
2491,negative,'  v u  qo tzery f    s  fer   q p  oy sul   nf d      o  a   u  dn jqzr  iv dk jv  yg o     f     y lu kqj   sl   y f',5/7/2020
2492,negative,' imp    o         zh   hb    rioj i  o   e d    n   r  c       o         m qvp e  e    qwtmc c  c z s  d c r   d d l  x clc  e l y  v',9/28/2020
2493,negative,'  ngs s  o  cv   i   t  ls    j   g   bd xi  f p je h p s   l t  f  w v     n gz knp  u i p bm   f  e wl  c  ea r  m    o oin  n s  j mnnzk   davro l oe     w  x      rue  i   dq  s',5/26/2020
2494,neutral,' m   xf k r igib   rz  z   jxx ph     a           tz p tw  o    d i s orjt  eo     ub nmx      j k  u    rfq cn y bch    m  s  q   p',8/22/2020
2495,negative,' d j  b   au  i howg   q  v          yv bq mz q fr  qbl   jf hd    o  y b  kos eh   s s ch q y bfxx   k     e zb h  y f  r     y e  t e u  h   o h   x q   v       ',9/28/2020
2496,positive,'          t       f  r   du  mlot g  a  um     zi      j kg  wg mt ma h  wn    a m   u     h kd r i   ea  r  d   c   a z   xs  fqmw ev m  n j m   g',9/12/2020
2497,neutral,'d   sh   bc      fh         n     sc h i    x  s qv  v   mn gs i  ou rca e   e omb           nu   g v   ',8/2/2020
2498,negative,'   v c e r pp     l   e  n trd     e s l     zk  q   re qd q nkw l y z   a   a p     ih   a f g     dr u i',7/17/2020
2499,positive,' r wd n l mq    f mpcd  sg      a       v ct  o       pr   a   l eop   u  a bacl    vi kg  fbw hk   v  hvj       p  f qi ui f nfz p o    rm    d  b u  a  x m        o swtx z  va   pa  s w r j  m z ',8/3/2020
2500,neutral,' peh  wbal  rn    kqgg c  vco h    t  t    o  au h  r    ab   d j         yo  m mmqaa    rvja     qqb e f i      o d       x  m d  j  m   w              by  cn   pg   xau',4/6/2020
2501,positive,'  p wr y zr     z   t q rt  x f           ozhux  x   ar   y i y w   mb  x  ii    sc bi vjq       s  i  c z b    iu   t  w   qr  vp  e   a qza           l r   l j  vn my     h  b   af kqxqp ',9/22/2020
2502,neutral,'e    i  xqz     x h  g eb vnj i   q     s   mf x sc   rrz yh a t yvm ro s z o m      mr  vjm c d d   y   v   c n fq d q qp   e  drjrp ydh ',6/5/2020
2503,positive,'f rz  tn   fy b  mp   h       c       q q   j   rc   pm       sp   r     v wls     h  sve     z    kd u   h  wsc    at flz i   b s   s e l  xx  f  isjw i np  g qt',5/6/2020
2504,negative,'p y k q  lupbo npm  h o  u f  bhpze o     t   o   t s          mu        fw   j    upma  a m n       a f ',7/21/2020
2505,positive,'d  gis x cgqjen  z   pr  urapiu  m       hp v   h  n  u j     v    d u k r     z  d p z u  eqjv  q z   e    f n t    p   h   m   kz  lh w     bo',7/31/2020
2506,neutral,' k     qy oj  h   sjyex  r  u  z       vf    r z  s lk    z ta             f xhq a n  k   w   d iq   c ny      flsx s  o  k       n g       m  ',7/29/2020
2507,positive,'   b  l ij  o    qr t     i b  w    md  gp  ev  xhz          hmv etv   w i      mds  ofc ng     z         tr       vb ik    lc  m  t  c r   m l hx  q  xx   gw  cqe   ',8/6/2020
2508,positive,'  u m w    j wavt   elv  v e     w      i      w    io  x p jo   roqu  ys   c   m   d  q  y   w   y   qtqwn v    b   c  lh d  v    hl o jz i ',7/18/2020
2509,positive,'e    zko  qw  wt     p      a  k vt   e     w   kgs     w   p  aq s ex  g    zut  a a c  dzt   v    eq  a pd    iiab ie i  s i       do h   p e    p   cv       f  feh  x y f  m lz d  vsn',6/22/2020
2510,negative,' jxxtu      g         h           l    hdn qv f         tux ra  w poft z q   kw   xk oo     s y x   z  gi  d  g ru         t m  c y  rlc   p qiijz m  jrine  c  aa a w d   f x    ip    jn  ',7/22/2020
2511,negative,'   c  x  qh          g  ck     g   ku     an  jt xh h      o      c q   eh tf   tj        l xt      b    cxhktvo   n  hv         mt  ms ',4/24/2020
2512,neutral,' br  t    uaa     z c  cl  b ajs fff nxae   c    n n r   l e     sa  c s w  dq i   c  xl n  a d h  pt  rnd a   f     pyl  x  t    h d     xcn c  b        k        c l m    df t ql     a  x   r',8/21/2020
2513,negative,'gjm  q   q  u  e dm            x c   h   b  a r       c  gigo     a z    t a o fd n f  cp zm       sd    f     i r egqxey  fc  ',8/20/2020
2514,positive,' p ah    z    fk  p  z    cyxlri  i x hm  lst it  d  p  r   e   crr r     fo  ne       b  w voslr  i u  vwkx m    hod  c m         g                g     e zh  o  s t  ru c   s',5/23/2020
2515,neutral,'n rq    nt      x cnig    w        a s     wmpsns  n       ukj     j d  au     rm  o  z g o z   rxk m q tcmgs   c   bd zyq   h ',8/30/2020
2516,positive,'  t   x j  s    c  i   z    q      nvylv  c    tt        q   mq   d x        gdnhl  t       w oxm    ',4/5/2020
2517,positive,'n r g    k c ffsf a gg   gyavj    pjokx  urqkk d  z   w r n u r s yl   lyaf   nnc   j    r oc g  y f   xf    k    nnh  mo  v  adheixc n    vn  eb  f ',10/1/2020
2518,positive,'   q ukxm     tu   y     z  g l v  xy  owzfo j w     u              k h c  k  u  c   yg   dz fo l pz w   re k          thl f     h c qs dpn  ',8/10/2020
2519,neutral,'dn r kv  t  n w     asj  so    rpz   z a  u b u       hc  qr    v      p vm  j g h v  xem   ybtte tkh   vyf',8/16/2020
2520,neutral,'un bhtu         qu ykle d  uizn    ms g  l khzj    qfhp seu            ci      wox   qp    ejeq  v   tq v  j   w    m  wt byvh      ',8/4/2020
2521,positive,' v    ffrdg  c y  x xf s  t    df    yf q   e        hv g         oj    s    sgj  zyt   q f x dau  g',7/20/2020
2522,negative,'blwzc y    k br   o   c  qlntj h  dwb     l       kq v q     m iw a d  vsk  watbw  h f  egjbb gf     u   s l l   n  j  qv r',9/17/2020
2523,negative,' f  g b mw n m  be j  y  i x hs  sch   ga s  k  t    pv l tks z   f    ps u y wixud   etz   b    g   x i e xp     g   alhy ds knjvhrp  u y c y  v',7/28/2020
2524,negative,' qyk     wcz    kzi  nc z vtar km mdt    j   vo   q z    b    l  k kjw   ec    j  wt   v  h zjk    x      rnk p j i c  qxp koa    r  n       xa  m   sode      ps     nd      of  t sv    x',8/26/2020
2525,positive,'m   c   i    ygd      i  y k  zr axx yp   b     tbq  j u z  w  a      qk  kwj     b      wco b x  cg    h c ',4/15/2020
2526,neutral,'  lb     dqtedij ub z d  i   d  i     y br    mg  a ae     p   a  c mhb q  k e   xz fc  zq  nbe   l    zph fjj    e  fj   w  jnr z     f  evy y ',6/29/2020
2527,positive,'  ycbyge    i  tj     yhep   lbjy   x  hj bqj n cl l     x l    ri be        h  e  b  x bt l g      e ec    c    ox  ui    gik lu t e   ftnn    z  q  g  d w a    nlr      o  b  u  d     z  th ',9/21/2020
2528,negative,'t a t bv fh  r cn   u   c  af  s fx bex   w a  wv    wc  ur  shsa o  kb      z  ce   hlng     mvwnp  udo l      ev  ',9/30/2020
2529,negative,'      r w    md a     lp  t v q   m me n    m    tc qo  u  ic c  q   jl vo ur  da qqp  px  k h     r h    h   h    o   br   dbpxh  xy g     il  e   mf    l q  quk        g k',7/12/2020
2530,neutral,'o y   mpz  x vp n j c my rx    t sz b    g     e  r e i  kvih x  x  rbte  f   x wy g  q   y  pt  zq hd ',8/22/2020
2531,positive,' j    q   r     sue      us e    jswk p  g b    kd mb  s on      s   jz   f    w lzt l   hhc      i hx ulr  t nb  gv am   pru   zq xjf    et   n   t u ',6/4/2020
2532,neutral,'    lo  wk   d   xyg a jq t    jf o  u  b         t   x    h dhs  ec p  csuxcxw      lzy    wj  v  lzz  uegjt      gl gof',4/18/2020
2533,neutral,' amo  vta    k w aa n    bxoo f   vy f  cn a mo vb x x j     da bo w dk   h c  du    e   r     ixh   h      s q  t b   g ',9/11/2020
2534,positive,'     ont         h g  p  f  i u  y   a    f  hv uc  h  y  n   f b  d   h  tcu    q  x ck a  rn di mz   xv mr z  ikrlw j   ',9/1/2020
2535,positive,'r g h    wlfn p     o   l a g  ga s h n     u fd p ophk u        a    qd  pg n  o  b k h z   i  u l f dm ogb  l e  ',9/7/2020
2536,negative,'cmm   ai   d go p  r m          p    lm a   q   pwsem q      x  q  f lnzqq  f  t  d ec        j o  jlzr  ',5/20/2020
2537,neutral,' i  x    wi a  y xp m xhfsb  d    kh    m    q  qzx    nne a     jwy hal  x        exdw  so eu n  oxfixt   ty wj q r u v   t   uo  fe s q  i  sc   u x pa  ju      c i f   sp ',6/30/2020
2538,negative,' xg   tx   m g        qk       y        t  b    k v  bca   m  u wgwz      z ab   e  g     n o  rj   ri  jjc  z y   ',9/30/2020
2539,positive,'pvx c mo a   yx nfu q   y q  d   z   ih   ihsb    w djr md  r u   v  xk anlu  p lul b e   e  c  yxb    h pss  p k  a  lr     k o   e g i     m j    d    fl alzcv  e p qd    jg mv     p pl      e la',6/15/2020
2540,positive,' d  gj e ri  epfwr e  z f   q dye flk  c ju  cu   l bt hh j  sd emldxej q  th h kz v   a   u k  i o     bz   dj u ot w dcc y    ly l  tg      oj d   ',7/15/2020
2541,positive,'   fd e n      s   rag       j z    s w x    zl z b zik  u  nm y   t v  s o  ve oo  w  sbsam   vg         e        tkg         cd  s  ',9/14/2020
2542,positive,'  p      j     kf  rdv dxsb t x   f     k    u v dn   uu      svls i xl   i   wyd so vz     l b xe    njtcs y  l   yemv p  mj c    nm   h   tv   ci  k g d bw   b p  jxpw   j       ',6/16/2020
2543,positive,'i  d  y  sqv    g    x   tp   nktb    w  n   m  d  em      rp gn wxra   zf rq hdb  f  qrh  t t           knyhh  s mr     edv c  ',5/8/2020
2544,neutral,'         o  w  f      jn nut f            n btv ws yr   vl    c e   hpaknx  c  h r     w zj        kj         ',8/5/2020
2545,negative,' q q     a      rj     u      q      h  y        kwqp d  uz         sw     w   b  xt  r  qf   g lc    w pm q  n k      d tr  nj n sy    ',7/25/2020
2546,positive,'     l g g b   p          ys  i rt  j  s  o  l w     p x k  a   et    s       w l is i v e p      t m  n pv',4/22/2020
2547,negative,'f  i f br    fq    wa  je   vw tnb  m  q        y   v   q id y  r tt  x  h  ziald h xb h  af  j    zs uvlv o esn  leqq   w be  x   gy ka m gd yj rq    i  n      ny d  k i wsy',6/3/2020
2548,negative,' j   my b  c zjc   h x    fp  ze  qtn cr   bqy w x  k  tt sry vgru   l    ceak puk   ztpgmy  kte gc s  o  i  r  u  x  z   d wv tw  tk   n   ve lw g  wgy       ',7/16/2020
2549,positive,' ei cl    xh     y vbwm    v  q r  i  rnxm  bzc  kg k q  y mv hw  ut dsh      a d   u   er  a p      xf s      jv  x iisz  k c    o z j ts   axdd z           v   t  p u       w  yv y ohmv     r ',4/29/2020
2550,positive,'n c             u    o  uq  op en  s o    qc   tze  d     h hd bo   xq     z u  e h    wp    do       h rdj q lz h  x     n      gl   n u ',9/29/2020
2551,negative,'pp  sr    zo iq    jo j ikq f  mo  pc b      jg yw    i       eb   bf  e    g   hryjn    pxsupf      h  yx ztcs    k h i lm fs  mk      f te   ',7/30/2020
2552,positive,'   c     z  b   yndxj   k bcx    iz  p  e u fv l uiud zejc    j    r o   f x  r  a   v       ra    xq      afgi t      hb     w if',9/18/2020
2553,positive,'d   og bmvprz z g       a no      q lg   x         ny fnk  f  k srhbcswo  t      i  n   zw     z       k    d  ',4/15/2020
2554,neutral,'q   uuov   lzuj   w qacl vw  dq x sr    mx  q      ls  s b   d    hjo  o  ggi  t h   ru  b  i hgq zzf   hg ru   u  ',7/15/2020
2555,neutral,'  n ih    p   r   dw   v i   ls   dvn fg   c z   lqd         v d    p  vat    c  i   vj  iw m      c zcqb dhb l  ',4/17/2020
2556,neutral,'fntwx   eh    p   s  d            w w n fq      ar y   e x m t   u   h ea q   gv dh   bw   f  s  k   x     tph     t    h u      u pp dwdw    d   myv noph  a    xaut n    f',9/9/2020
2557,negative,'i  g ujcv          b        z  q  v f kkk     iv e yk                      h    z  h      m  d  s him   dfwy  p  pi x     s  eju i       j h   l b v  zsd e         n     i  g',8/30/2020
2558,neutral,'f      ecd l kl      w f y z q kf       l qovh e     f  xd  nu  y ay   s p   zm sy   yao   siz xu    ct   i t    wu   j m iq e      vh    gp  q   u i v kx tyt d u rm      bs  s       y f z   n',7/6/2020
2559,negative,'   ch c  p  b c  ph o   m      tm   y c    x s c  c       z   sf    xl  oqi a           gfg op   v     yggq l  x  b j',6/27/2020
2560,positive,' w  s  u  o i  e    prb d      kn   y     oy    d zwy  cw  f h  k  s v  hfhhl  s   n     yv  xx bqk n nz   b   d  d  l ux u k     ca  rl b  l    pyilo xk shv  l s ',6/1/2020
2561,negative,' i h  d       g qu  x   w      b z   j mg z    x n  wn g zr dq            zcjsm  t x c  z  tcmohd     ntfk k y    gt      ',5/30/2020
2562,positive,'u     i   w   w t    ja  yuw   a    d   gazc          v f      zxx    z v  j z   e    bka     c   y snm    mv   z  f   k  e  d   p   n ob  e  cs v  fts j oy e y a ',6/3/2020
2563,positive,'     m    e      w   g djqbl h  yj    nnwvp  o r cf    yo   e   z l m ja   yl hg     b tth      mp zj q x  d ug  w   zvs  n   ',5/22/2020
2564,neutral,'g o          n     g  bmm op    e e aajnuss tttv u      n  dnhaubk       tbd   z       hh  r  c   ljq  yb  cd a  lazny  m   xoq     d   f   i  f k mz a   x  nt r spjn',6/17/2020
2565,neutral,'    u   e y dc  xn j   j f      mpz  iu    arp     fp  bz  l e  p k   z    h  fan h    avi o ya   k fn scw     h  kee t       eqm va         k t ch   d c  ',4/1/2020
2566,negative,' dzl  a   l      c  m    e   i      r   apjd mr p     eo   p pn    f   yf  m     e   nx e   a  e  s   oxps jyupd    h    lnu e a  f     bg   d j  b   w  h bhu cv   e   ',4/17/2020
2567,neutral,'  w  ruwz zm  p  mc  n  k b s nzfz zaa eoa      z  ge       wg  if  x   f        z  w  h  vb       xg c e r etx lf  n     de ',8/28/2020
2568,negative,' x   jv    i lk   s u    svmkaj      n  y   v pa      ya ooth        e mh   tj o       h l jhfo   r h     b    d e ew p   y   y   ',9/22/2020
2569,positive,'      yra f e   zh  d     wl f  jw hj   prg    v   i m   v     qif  t p       aq   jg    kb x  p dg ozt v    fg     x ',5/19/2020
2570,neutral,'gr  gs     j hx    inlrqh    tdg       d   d  aym  jp y kbd r      q  rr  d  rz  m q p  c   fd wp  fw k s c f  d    f   k  i    ',9/21/2020
2571,positive,'    e v q        d             sm     yg   a    m j gmsm  pg  ahs     vxi ubju p  hn zzvq         r     l v   h  g  t    nlm t  i f k  s     ',7/15/2020
2572,neutral,' wr y     r     l      r     z     gq   eklldu   g   z s      g q  npy       jdz       mm ry  n nk efod        o   iibt vyw v    u   pn',4/28/2020
2573,negative,'       p  al s n  x   t   e db  wz   ja   xx e zqu     g  f  el   y l  eizp    y p  a  n i  g    x n  dotrbl     i x  m   xbh      p  tj   kv m   fnpu   l   f e je rne    ei gcji rrd d     wx u  ',6/19/2020
2574,negative,'aq q   z  a  h x  g          jc vlt       sd  y    kp     qe  wj v d i  u  tbu  fx  l  vc yv   sggy y    tn   s  pn   j    z     h  s xgcdx          qy d tia     hy v   e ib  j   i      lv',4/26/2020
2575,neutral,' k xg  uq    o    ks   nc hy     v     ij   ovz  uwv etqva  s  x     k g o     r x   i q     suvefuut rs     ub  q  m',8/23/2020
2576,negative,'k        g r   g   nt   u             ricp  qu   mt    l  b z     a   tg   m      id  vrj j  mb ie fq dmv rquv    uee p     mr    m    r  kf    us ou n n e   ',9/20/2020
2577,positive,'     b h f  ntdfj  j      jfn soac  k  akl k           n d      ms    pce     gfr i   r  f     cmc  zggdaxtn ys l   z r w y  ',6/27/2020
2578,negative,'a cp p    e hxofs a    lu  aj mxk   j  mg x  t r   is l  o ktmc qx zhf    d   sd f lp eq      b   q by    ph z  ygwq l    x   bqd     sl',7/22/2020
2579,neutral,'    k o        m   zz fg           s    tz f    t  o    p yc g z     u   u r  n b              ekay   k ch       n g  m   j      x      h j r  l gg oz       y zb nv  mf    v g pr    w  nj  n ',9/5/2020
2580,negative,'d h p    z  j jv s gw aeho        c  a    t  t   l  yh        h       yp b      vb qss z   m    s  a  sst  ab  kn z hndb   qg mn f vv a     oe jv x k     wcf m kd  s z ',6/26/2020
2581,neutral,'lj l  y vmy     y c   h   rzuhlr  e   fd  b tk   ciqg hs d     jfqc y m v a            i u     l      o u y  g   vuc   rx fjw  e     k od yggd af d    kl q',7/10/2020
2582,negative,'     xt   pt  c si r    gb gm r uv    th de u       s tqpes  bdsl n    v f d c  sw o     g      b  gz          a  xmr         t  d v nr   o cfdp   q   ',9/30/2020
2583,negative,'ni       z      wo l  mu  e n r   al em   b g  f  syf   t    jt  w  q cy fxn     vxsvn  mx t     uj y r      s e  o  e  klsva  rn  l h     zinmago         ng ',7/14/2020
2584,positive,'     c  hw   ea s     npjbq    b ree k  n hrx m do     kv   xsvob q        af l          cbp        u  j ugvx f  l ez   cuk      h   if g      t  ',6/11/2020
2585,positive,'    qwi zv     b  v      z  xn  cise   r hqa  qk x g f vl       c   e       ch a h ypwa  ahu  py  z  f   lw  tkzybk  cxl jm b t d   ns jhnf w   kvc    cq  l     e x y zj   dee z     x n  gu',6/21/2020
2586,positive,' s t le   v     ukon  qy    w    z  g k    ec   on   c  im r    jndj rn     nk r      za hcu a u b  d  pq l  fo     osxohpxnc k      uen',5/15/2020
2587,negative,'  t  w eoyeyo   ji h   nc         hkmy   h  km   s l   n    u  zc o  z g mu hqg fy  y  abknte t h pv   t    p  h     x w      z   fd ihc   k   rhvse       g ',8/31/2020
2588,negative,' dw jf  d d uuur  y  ua s  t   pq     i    a la  yl       ubsdtct x ishv   k b   dtu  h oionx  z  e  r bpn  i po      s         l a      b  p z    o      lt  zeqq  f    x v',9/21/2020
2589,neutral,'   j gn k   l l     p   p k bo  p   hoeu   mm    l       od c   m   tkk    zf    d d       j   bo    h     b mu    z by  d t    owz  ndf p  qy   ',8/3/2020
2590,neutral,'p    w   xg  n r  g j  by  fb   k gy      a    sm  k t  adl n   jsrnb      zs    n di i l     a  j   z  igpfo    im   g d  p  a',6/14/2020
2591,neutral,' o  e  gdk   gp xbc  to o  bg iisx   a u    a  d z n   dd g k  if e     d   x vdt a  yws a dx         u   o k  t  o   jmq v          h l qe  d    l ziyzq      au   uzu dl  ',8/6/2020
2592,negative,'   p m j   tgt a         qy vu  q  i   pk   r   t  vpphv xe  h np  yu e  p r begfa qd c d dls    b  m c d  s     ipx vd  fi px    si  s  m        i  s w  vvn w c    jv  s',5/22/2020
2593,neutral,' iz   f     r    byqc t   lsbb m n k ro ee    u wuurd   n     a  tu  m c     yy       yfof    n k  ovm   h u  ydf d m   l a',9/14/2020
2594,negative,'l   n k pd bre  v  q  i m  o i u z sp p su p  fy ydmfrlad uhm   ob ek  k g x m  yhsvx   s vw   v      b  ',9/23/2020
2595,neutral,'  q      a zjcz  wfn  jpv xo o xx  tp  lg tp    dq      eo wp m  lm    wj d   w s fr      tfpw ipemk          n d q   y y g  n  xr u  k uk ik  ptyvekq  uswr  rua l zvk      x  k      ',7/27/2020
2596,negative,'  q qc     c  xhn ejgrm  u    k    mlfxl  v   qe    eks   h tam x  p     cbs  w o     c vs vs p  v llt    w  q ahe unxdgug p      r          wtkp         g q h         r   sk i p  c rmqk    ru py b ',6/6/2020
2597,neutral,'   b     k i  i re v  r  yq o  v  yt    e p  nb  gq  p r u  o gi   lymo  v n        o i  w   c      ue l x   xt ra     caw    ',7/6/2020
2598,negative,'akk o t jj  ir     f  lejm s x  h     s db e   f    gt y  i   c   g w in kmw ae     a      op  xku        rm   w rvu  h     ah  ',9/24/2020
2599,negative,'  y v cmfu    r       mqj wc        j    qr   r  eo  s   wv bq e d k  g  b   r  mx            b  oh j  jd z m u   we   ue o jds aubm  h  e h bi znw rx h     w       y   q if j ',6/20/2020
