id,policy_created_time,policy_type,state_name,username
1298,2020-04-30,Large Gatherings Ban,New York,zxncxhfp
1299,2020-07-14,Restaurant Limits,California,xzwflsd
1300,2020-08-07,Non-Essential Business Closures,Massachusetts,adthvndl
1301,2020-04-02,Restaurant Limits,Hawaii,mybugf
1302,2020-09-28,Non-Essential Business Closures,Nebraska,cvccqmrc
1303,2020-06-20,Restaurant Limits,Montana,epealfjru
1304,2020-07-30,Restaurant Limits,Illinois,nvnfzzc
1305,2020-08-18,Restaurant Limits,Pennsylvania,ldiyqvofg
1306,2020-05-04,Status of Reopening,Connecticut,moxvu
1307,2020-09-18,Stay at Home Order,New Mexico,qpzdgam
1308,2020-06-20,Restaurant Limits,Hawaii,swxsv
1309,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,lrzmp
1310,2020-06-06,Stay at Home Order,New Hampshire,lalbxp
1311,2020-06-18,Status of Reopening,Florida,wbcehugc
1312,2020-07-25,Large Gatherings Ban,Idaho,vbziyaqd
1313,2020-05-17,Restaurant Limits,Rhode Island,epqwkjzn
1314,2020-06-11,Large Gatherings Ban,California,btylwxc
1315,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,iojjr
1316,2020-09-05,Non-Essential Business Closures,Missouri,rmouvpcqh
1317,2020-09-14,Restaurant Limits,Iowa,isazd
1318,2020-04-07,Stay at Home Order,Nevada,uwzaanhs
1319,2020-05-07,Restaurant Limits,Connecticut,czahakeu
1320,2020-09-08,Large Gatherings Ban,Alaska,czahakeu
1321,2020-05-05,Non-Essential Business Closures,Virginia,ndkkipwb
1322,2020-07-11,Non-Essential Business Closures,California,jultq
1323,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,gpozxuy
1324,2020-08-14,Status of Reopening,West Virginia,ydvtqxy
1325,2020-07-06,Stay at Home Order,Iowa,kwcfpob
1326,2020-09-18,Mandatory Quarantine for Travelers,Alaska,judabf
1327,2020-09-05,Mandatory Quarantine for Travelers,Texas,zcuezd
1328,2020-05-09,Restaurant Limits,Nevada,aixbu
1329,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,lnoqfd
1330,2020-08-13,Large Gatherings Ban,North Dakota,fputxq
1331,2020-07-10,Large Gatherings Ban,Rhode Island,vceaav
1332,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,judabf
1333,2020-06-25,Stay at Home Order,New Mexico,asowo
1334,2020-10-01,Mandatory Quarantine for Travelers,Arizona,tubqkldz
1335,2020-04-30,Status of Reopening,Alabama,gmylw
1336,2020-04-08,Restaurant Limits,South Carolina,cxwjqu
1337,2020-06-15,Non-Essential Business Closures,California,sdbsqvcqs
1338,2020-06-22,Mandatory Quarantine for Travelers,Montana,tubqkldz
1339,2020-07-20,Status of Reopening,Wyoming,wsfhwudy
1340,2020-08-27,Restaurant Limits,Colorado,twmetnyj
1341,2020-06-27,Non-Essential Business Closures,Arizona,mneshh
1342,2020-05-02,Stay at Home Order,South Dakota,asowo
1343,2020-07-30,Mandatory Quarantine for Travelers,Delaware,pqdyirohd
1344,2020-09-28,Restaurant Limits,Ohio,moxvu
1345,2020-05-29,Stay at Home Order,Florida,mabvjzzor
1346,2020-07-12,Restaurant Limits,Pennsylvania,yerxuu
1347,2020-05-27,Non-Essential Business Closures,Georgia,moxvu
1348,2020-04-30,Large Gatherings Ban,New York,nxzijgbp
1349,2020-07-14,Restaurant Limits,California,sdbsqvcqs
1350,2020-08-07,Non-Essential Business Closures,Massachusetts,heyhbl
1351,2020-04-02,Restaurant Limits,Hawaii,kzusvwveq
1352,2020-09-28,Non-Essential Business Closures,Nebraska,goxyl
1353,2020-06-20,Restaurant Limits,Montana,ltquhmlti
1354,2020-07-30,Restaurant Limits,Illinois,kzusvwveq
1355,2020-08-18,Restaurant Limits,Pennsylvania,qpzdgam
1356,2020-05-04,Status of Reopening,Connecticut,twhtpy
1357,2020-09-18,Stay at Home Order,New Mexico,kedacygmi
1358,2020-06-20,Restaurant Limits,Hawaii,ygfcxtab
1359,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,zmzvxy
1360,2020-06-06,Stay at Home Order,New Hampshire,cvbbem
1361,2020-06-18,Status of Reopening,Florida,cvbbem
1362,2020-07-25,Large Gatherings Ban,Idaho,judabf
1363,2020-05-17,Restaurant Limits,Rhode Island,yfwprmojp
1364,2020-06-11,Large Gatherings Ban,California,vbziyaqd
1365,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,wjncso
1366,2020-09-05,Non-Essential Business Closures,Missouri,cyzmonh
1367,2020-09-14,Restaurant Limits,Iowa,dblfh
1368,2020-04-07,Stay at Home Order,Nevada,swxsv
1369,2020-05-07,Restaurant Limits,Connecticut,irgwtald
1370,2020-09-08,Large Gatherings Ban,Alaska,rseua
1371,2020-05-05,Non-Essential Business Closures,Virginia,bjphdiar
1372,2020-07-11,Non-Essential Business Closures,California,hiujeh
1373,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,isazd
1374,2020-08-14,Status of Reopening,West Virginia,aixbu
1375,2020-07-06,Stay at Home Order,Iowa,piovcja
1376,2020-09-18,Mandatory Quarantine for Travelers,Alaska,dblfh
1377,2020-09-05,Mandatory Quarantine for Travelers,Texas,jbnxa
1378,2020-05-09,Restaurant Limits,Nevada,pkhhhq
1379,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,fbpenqttm
1380,2020-08-13,Large Gatherings Ban,North Dakota,pfwnr
1381,2020-07-10,Large Gatherings Ban,Rhode Island,xqsjlnyn
1382,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,mybugf
1383,2020-06-25,Stay at Home Order,New Mexico,epealfjru
1384,2020-10-01,Mandatory Quarantine for Travelers,Arizona,ahrzckr
1385,2020-04-30,Status of Reopening,Alabama,sovfygafs
1386,2020-04-08,Restaurant Limits,South Carolina,wjudsi
1387,2020-06-15,Non-Essential Business Closures,California,swxsv
1388,2020-06-22,Mandatory Quarantine for Travelers,Montana,kdbxne
1389,2020-07-20,Status of Reopening,Wyoming,xqsjlnyn
1390,2020-08-27,Restaurant Limits,Colorado,slysj
1391,2020-06-27,Non-Essential Business Closures,Arizona,gpvvf
1392,2020-05-02,Stay at Home Order,South Dakota,mbfjwy
1393,2020-07-30,Mandatory Quarantine for Travelers,Delaware,uzaaqup
1394,2020-09-28,Restaurant Limits,Ohio,vlyhre
1395,2020-05-29,Stay at Home Order,Florida,gmylw
1396,2020-07-12,Restaurant Limits,Pennsylvania,ldiyqvofg
1397,2020-05-27,Non-Essential Business Closures,Georgia,cyzmonh
1398,2020-04-30,Large Gatherings Ban,New York,lmdlbej
1399,2020-07-14,Restaurant Limits,California,rseua
1400,2020-08-07,Non-Essential Business Closures,Massachusetts,fbpenqttm
1401,2020-04-02,Restaurant Limits,Hawaii,jultq
1402,2020-09-28,Non-Essential Business Closures,Nebraska,bcyljofl
1403,2020-06-20,Restaurant Limits,Montana,kzusvwveq
1404,2020-07-30,Restaurant Limits,Illinois,qpzdgam
1405,2020-08-18,Restaurant Limits,Pennsylvania,kktggkh
1406,2020-05-04,Status of Reopening,Connecticut,wjncso
1407,2020-09-18,Stay at Home Order,New Mexico,xeccg
1408,2020-06-20,Restaurant Limits,Hawaii,zqoehi
1409,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,vlyhre
1410,2020-06-06,Stay at Home Order,New Hampshire,cvccqmrc
1411,2020-06-18,Status of Reopening,Florida,pqdyirohd
1412,2020-07-25,Large Gatherings Ban,Idaho,czahakeu
1413,2020-05-17,Restaurant Limits,Rhode Island,wxnrabwfm
1414,2020-06-11,Large Gatherings Ban,California,zqoehi
1415,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,mboznhi
1416,2020-09-05,Non-Essential Business Closures,Missouri,adthvndl
1417,2020-09-14,Restaurant Limits,Iowa,wxnrabwfm
1418,2020-04-07,Stay at Home Order,Nevada,epealfjru
1419,2020-05-07,Restaurant Limits,Connecticut,nmyynf
1420,2020-09-08,Large Gatherings Ban,Alaska,adthvndl
1421,2020-05-05,Non-Essential Business Closures,Virginia,heyhbl
1422,2020-07-11,Non-Essential Business Closures,California,dzntp
1423,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,vceaav
1424,2020-08-14,Status of Reopening,West Virginia,azvzoa
1425,2020-07-06,Stay at Home Order,Iowa,gmlsapza
1426,2020-09-18,Mandatory Quarantine for Travelers,Alaska,nvnfzzc
1427,2020-09-05,Mandatory Quarantine for Travelers,Texas,pqdyirohd
1428,2020-05-09,Restaurant Limits,Nevada,siyfvoohi
1429,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,isazd
1430,2020-08-13,Large Gatherings Ban,North Dakota,qrpvgaxl
1431,2020-07-10,Large Gatherings Ban,Rhode Island,wkborr
1432,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,usykgh
1433,2020-06-25,Stay at Home Order,New Mexico,ycvaedq
1434,2020-10-01,Mandatory Quarantine for Travelers,Arizona,judabf
1435,2020-04-30,Status of Reopening,Alabama,rloyg
1436,2020-04-08,Restaurant Limits,South Carolina,fxgkdjmev
1437,2020-06-15,Non-Essential Business Closures,California,hrlfga
1438,2020-06-22,Mandatory Quarantine for Travelers,Montana,ktqqr
1439,2020-07-20,Status of Reopening,Wyoming,kktggkh
1440,2020-08-27,Restaurant Limits,Colorado,wsfhwudy
1441,2020-06-27,Non-Essential Business Closures,Arizona,ortxwrs
1442,2020-05-02,Stay at Home Order,South Dakota,fxgkdjmev
1443,2020-07-30,Mandatory Quarantine for Travelers,Delaware,piovcja
1444,2020-09-28,Restaurant Limits,Ohio,iljakqa
1445,2020-05-29,Stay at Home Order,Florida,zoruamyn
1446,2020-07-12,Restaurant Limits,Pennsylvania,jvfobuyi
1447,2020-05-27,Non-Essential Business Closures,Georgia,qvqkn
1448,2020-04-30,Large Gatherings Ban,New York,rxrgeckzc
1449,2020-07-14,Restaurant Limits,California,nmyynf
1450,2020-08-07,Non-Essential Business Closures,Massachusetts,mbfjwy
1451,2020-04-02,Restaurant Limits,Hawaii,aixbu
1452,2020-09-28,Non-Essential Business Closures,Nebraska,mdpnrdqjc
1453,2020-06-20,Restaurant Limits,Montana,hrlfga
1454,2020-07-30,Restaurant Limits,Illinois,cfjolp
1455,2020-08-18,Restaurant Limits,Pennsylvania,wkborr
1456,2020-05-04,Status of Reopening,Connecticut,sjrmmmvsr
1457,2020-09-18,Stay at Home Order,New Mexico,kktggkh
1458,2020-06-20,Restaurant Limits,Hawaii,rseua
1459,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,kbvybotu
1460,2020-06-06,Stay at Home Order,New Hampshire,pkhhhq
1461,2020-06-18,Status of Reopening,Florida,mboznhi
1462,2020-07-25,Large Gatherings Ban,Idaho,ywsnpx
1463,2020-05-17,Restaurant Limits,Rhode Island,wxnrabwfm
1464,2020-06-11,Large Gatherings Ban,California,mabvjzzor
1465,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,tndagv
1466,2020-09-05,Non-Essential Business Closures,Missouri,xgpefedsa
1467,2020-09-14,Restaurant Limits,Iowa,tdzmeoupp
1468,2020-04-07,Stay at Home Order,Nevada,cniurxv
1469,2020-05-07,Restaurant Limits,Connecticut,phscvqlgd
1470,2020-09-08,Large Gatherings Ban,Alaska,gmylw
1471,2020-05-05,Non-Essential Business Closures,Virginia,uzaaqup
1472,2020-07-11,Non-Essential Business Closures,California,lshyh
1473,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,hrlfga
1474,2020-08-14,Status of Reopening,West Virginia,heyhbl
1475,2020-07-06,Stay at Home Order,Iowa,zmzvxy
1476,2020-09-18,Mandatory Quarantine for Travelers,Alaska,nmyynf
1477,2020-09-05,Mandatory Quarantine for Travelers,Texas,czahakeu
1478,2020-05-09,Restaurant Limits,Nevada,dzxutl
1479,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,tkpaxfzq
1480,2020-08-13,Large Gatherings Ban,North Dakota,ktqqr
1481,2020-07-10,Large Gatherings Ban,Rhode Island,sdbsqvcqs
1482,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ynhdxa
1483,2020-06-25,Stay at Home Order,New Mexico,zmzvxy
1484,2020-10-01,Mandatory Quarantine for Travelers,Arizona,kwcfpob
1485,2020-04-30,Status of Reopening,Alabama,sdhacub
1486,2020-04-08,Restaurant Limits,South Carolina,ybzsnnaew
1487,2020-06-15,Non-Essential Business Closures,California,cyzmonh
1488,2020-06-22,Mandatory Quarantine for Travelers,Montana,azvzoa
1489,2020-07-20,Status of Reopening,Wyoming,zmzvxy
1490,2020-08-27,Restaurant Limits,Colorado,lalbxp
1491,2020-06-27,Non-Essential Business Closures,Arizona,kmftllsnp
1492,2020-05-02,Stay at Home Order,South Dakota,mpdvpopa
1493,2020-07-30,Mandatory Quarantine for Travelers,Delaware,zxncxhfp
1494,2020-09-28,Restaurant Limits,Ohio,btylwxc
1495,2020-05-29,Stay at Home Order,Florida,mneshh
1496,2020-07-12,Restaurant Limits,Pennsylvania,slysj
1497,2020-05-27,Non-Essential Business Closures,Georgia,kedacygmi
1498,2020-04-30,Large Gatherings Ban,New York,wxztzej
1499,2020-07-14,Restaurant Limits,California,zxncxhfp
1500,2020-08-07,Non-Essential Business Closures,Massachusetts,phfqr
1501,2020-04-02,Restaurant Limits,Hawaii,wovwkrwhr
1502,2020-09-28,Non-Essential Business Closures,Nebraska,hgykucnca
1503,2020-06-20,Restaurant Limits,Montana,ldiyqvofg
1504,2020-07-30,Restaurant Limits,Illinois,ortxwrs
1505,2020-08-18,Restaurant Limits,Pennsylvania,tbtbi
1506,2020-05-04,Status of Reopening,Connecticut,vmoga
1507,2020-09-18,Stay at Home Order,New Mexico,twmetnyj
1508,2020-06-20,Restaurant Limits,Hawaii,siyfvoohi
1509,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,vbziyaqd
1510,2020-06-06,Stay at Home Order,New Hampshire,dzxutl
1511,2020-06-18,Status of Reopening,Florida,lnoqfd
1512,2020-07-25,Large Gatherings Ban,Idaho,usykgh
1513,2020-05-17,Restaurant Limits,Rhode Island,iztgagei
1514,2020-06-11,Large Gatherings Ban,California,gpozxuy
1515,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,ynhdxa
1516,2020-09-05,Non-Essential Business Closures,Missouri,ldiyqvofg
1517,2020-09-14,Restaurant Limits,Iowa,orepyvmc
1518,2020-04-07,Stay at Home Order,Nevada,kmftllsnp
1519,2020-05-07,Restaurant Limits,Connecticut,hiujeh
1520,2020-09-08,Large Gatherings Ban,Alaska,cxghe
1521,2020-05-05,Non-Essential Business Closures,Virginia,heyhbl
1522,2020-07-11,Non-Essential Business Closures,California,xgpefedsa
1523,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,asowo
1524,2020-08-14,Status of Reopening,West Virginia,zcuezd
1525,2020-07-06,Stay at Home Order,Iowa,usykgh
1526,2020-09-18,Mandatory Quarantine for Travelers,Alaska,fagoup
1527,2020-09-05,Mandatory Quarantine for Travelers,Texas,ctpxvrny
1528,2020-05-09,Restaurant Limits,Nevada,cfjolp
1529,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,qeydiiqtb
1530,2020-08-13,Large Gatherings Ban,North Dakota,evcrzxovq
1531,2020-07-10,Large Gatherings Ban,Rhode Island,kbvybotu
1532,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,orepyvmc
1533,2020-06-25,Stay at Home Order,New Mexico,qrpvgaxl
1534,2020-10-01,Mandatory Quarantine for Travelers,Arizona,wovwkrwhr
1535,2020-04-30,Status of Reopening,Alabama,wsfhwudy
1536,2020-04-08,Restaurant Limits,South Carolina,aixbu
1537,2020-06-15,Non-Essential Business Closures,California,zcuezd
1538,2020-06-22,Mandatory Quarantine for Travelers,Montana,qdjfbdum
1539,2020-07-20,Status of Reopening,Wyoming,bjphdiar
1540,2020-08-27,Restaurant Limits,Colorado,mbfjwy
1541,2020-06-27,Non-Essential Business Closures,Arizona,heyhbl
1542,2020-05-02,Stay at Home Order,South Dakota,xeccg
1543,2020-07-30,Mandatory Quarantine for Travelers,Delaware,smnpcwj
1544,2020-09-28,Restaurant Limits,Ohio,itmoyzyo
1545,2020-05-29,Stay at Home Order,Florida,cniurxv
1546,2020-07-12,Restaurant Limits,Pennsylvania,mneshh
1547,2020-05-27,Non-Essential Business Closures,Georgia,hzqtjx
1548,2020-04-30,Large Gatherings Ban,New York,oyego
1549,2020-07-14,Restaurant Limits,California,wsfhwudy
1550,2020-08-07,Non-Essential Business Closures,Massachusetts,hgykucnca
1551,2020-04-02,Restaurant Limits,Hawaii,phfqr
1552,2020-09-28,Non-Essential Business Closures,Nebraska,cvbbem
1553,2020-06-20,Restaurant Limits,Montana,mybugf
1554,2020-07-30,Restaurant Limits,Illinois,wjncso
1555,2020-08-18,Restaurant Limits,Pennsylvania,nmyynf
1556,2020-05-04,Status of Reopening,Connecticut,mdpnrdqjc
1557,2020-09-18,Stay at Home Order,New Mexico,tzfnlz
1558,2020-06-20,Restaurant Limits,Hawaii,ybspuxb
1559,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,tdzmeoupp
1560,2020-06-06,Stay at Home Order,New Hampshire,kdbxne
1561,2020-06-18,Status of Reopening,Florida,tocnff
1562,2020-07-25,Large Gatherings Ban,Idaho,vlyhre
1563,2020-05-17,Restaurant Limits,Rhode Island,sdbsqvcqs
1564,2020-06-11,Large Gatherings Ban,California,azvzoa
1565,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,ltquhmlti
1566,2020-09-05,Non-Essential Business Closures,Missouri,phfqr
1567,2020-09-14,Restaurant Limits,Iowa,lmdlbej
1568,2020-04-07,Stay at Home Order,Nevada,qqipl
1569,2020-05-07,Restaurant Limits,Connecticut,ygfcxtab
1570,2020-09-08,Large Gatherings Ban,Alaska,pfwnr
1571,2020-05-05,Non-Essential Business Closures,Virginia,uwzaanhs
1572,2020-07-11,Non-Essential Business Closures,California,agwbamz
1573,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,cgbis
1574,2020-08-14,Status of Reopening,West Virginia,wovwkrwhr
1575,2020-07-06,Stay at Home Order,Iowa,ldiyqvofg
1576,2020-09-18,Mandatory Quarantine for Travelers,Alaska,iztgagei
1577,2020-09-05,Mandatory Quarantine for Travelers,Texas,vceaav
1578,2020-05-09,Restaurant Limits,Nevada,blpejr
1579,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,heyhbl
1580,2020-08-13,Large Gatherings Ban,North Dakota,gpvvf
1581,2020-07-10,Large Gatherings Ban,Rhode Island,blpejr
1582,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,ihoyarv
1583,2020-06-25,Stay at Home Order,New Mexico,qpzdgam
1584,2020-10-01,Mandatory Quarantine for Travelers,Arizona,cpjfwrn
1585,2020-04-30,Status of Reopening,Alabama,rmouvpcqh
1586,2020-04-08,Restaurant Limits,South Carolina,qrpvgaxl
1587,2020-06-15,Non-Essential Business Closures,California,wxztzej
1588,2020-06-22,Mandatory Quarantine for Travelers,Montana,onajodd
1589,2020-07-20,Status of Reopening,Wyoming,itmoyzyo
1590,2020-08-27,Restaurant Limits,Colorado,tndagv
1591,2020-06-27,Non-Essential Business Closures,Arizona,wsfhwudy
1592,2020-05-02,Stay at Home Order,South Dakota,vbziyaqd
1593,2020-07-30,Mandatory Quarantine for Travelers,Delaware,epealfjru
1594,2020-09-28,Restaurant Limits,Ohio,goxyl
1595,2020-05-29,Stay at Home Order,Florida,bkfntg
1596,2020-07-12,Restaurant Limits,Pennsylvania,cpjfwrn
1597,2020-05-27,Non-Essential Business Closures,Georgia,xqsjlnyn
1598,2020-04-30,Large Gatherings Ban,New York,dblfh
1599,2020-07-14,Restaurant Limits,California,goxyl
1600,2020-08-07,Non-Essential Business Closures,Massachusetts,cxghe
1601,2020-04-02,Restaurant Limits,Hawaii,hseya
1602,2020-09-28,Non-Essential Business Closures,Nebraska,mgljp
1603,2020-06-20,Restaurant Limits,Montana,btylwxc
1604,2020-07-30,Restaurant Limits,Illinois,gmylw
1605,2020-08-18,Restaurant Limits,Pennsylvania,fxgkdjmev
1606,2020-05-04,Status of Reopening,Connecticut,dzgvfzz
1607,2020-09-18,Stay at Home Order,New Mexico,jnqij
1608,2020-06-20,Restaurant Limits,Hawaii,ywsnpx
1609,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,gpozxuy
1610,2020-06-06,Stay at Home Order,New Hampshire,sovfygafs
1611,2020-06-18,Status of Reopening,Florida,cxwjqu
1612,2020-07-25,Large Gatherings Ban,Idaho,cyzmonh
1613,2020-05-17,Restaurant Limits,Rhode Island,cgbis
1614,2020-06-11,Large Gatherings Ban,California,rfjvvtuc
1615,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,ywsnpx
1616,2020-09-05,Non-Essential Business Closures,Missouri,uzaaqup
1617,2020-09-14,Restaurant Limits,Iowa,cgbis
1618,2020-04-07,Stay at Home Order,Nevada,wjudsi
1619,2020-05-07,Restaurant Limits,Connecticut,fputxq
1620,2020-09-08,Large Gatherings Ban,Alaska,uwzaanhs
1621,2020-05-05,Non-Essential Business Closures,Virginia,fagoup
1622,2020-07-11,Non-Essential Business Closures,California,glqagidzq
1623,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,swxsv
1624,2020-08-14,Status of Reopening,West Virginia,tocnff
1625,2020-07-06,Stay at Home Order,Iowa,hiujeh
1626,2020-09-18,Mandatory Quarantine for Travelers,Alaska,slwhtlcpr
1627,2020-09-05,Mandatory Quarantine for Travelers,Texas,twhtpy
1628,2020-05-09,Restaurant Limits,Nevada,czahakeu
1629,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,rseua
1630,2020-08-13,Large Gatherings Ban,North Dakota,cpjfwrn
1631,2020-07-10,Large Gatherings Ban,Rhode Island,ybspuxb
1632,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,irgwtald
1633,2020-06-25,Stay at Home Order,New Mexico,qhntpaf
1634,2020-10-01,Mandatory Quarantine for Travelers,Arizona,phscvqlgd
1635,2020-04-30,Status of Reopening,Alabama,piovcja
1636,2020-04-08,Restaurant Limits,South Carolina,czahakeu
1637,2020-06-15,Non-Essential Business Closures,California,ndkkipwb
1638,2020-06-22,Mandatory Quarantine for Travelers,Montana,zqoehi
1639,2020-07-20,Status of Reopening,Wyoming,lalbxp
1640,2020-08-27,Restaurant Limits,Colorado,ohdbk
1641,2020-06-27,Non-Essential Business Closures,Arizona,blpejr
1642,2020-05-02,Stay at Home Order,South Dakota,ndkkipwb
1643,2020-07-30,Mandatory Quarantine for Travelers,Delaware,dblfh
1644,2020-09-28,Restaurant Limits,Ohio,mbfjwy
1645,2020-05-29,Stay at Home Order,Florida,vlyhre
1646,2020-07-12,Restaurant Limits,Pennsylvania,nofem
1647,2020-05-27,Non-Essential Business Closures,Georgia,ldiyqvofg
1648,2020-04-30,Large Gatherings Ban,New York,xgpefedsa
1649,2020-07-14,Restaurant Limits,California,nvnfzzc
1650,2020-08-07,Non-Essential Business Closures,Massachusetts,fbtbvgepe
1651,2020-04-02,Restaurant Limits,Hawaii,ydvtqxy
1652,2020-09-28,Non-Essential Business Closures,Nebraska,rfjvvtuc
1653,2020-06-20,Restaurant Limits,Montana,psivtfhh
1654,2020-07-30,Restaurant Limits,Illinois,cxwjqu
1655,2020-08-18,Restaurant Limits,Pennsylvania,gmylw
1656,2020-05-04,Status of Reopening,Connecticut,pkhhhq
1657,2020-09-18,Stay at Home Order,New Mexico,hiujeh
1658,2020-06-20,Restaurant Limits,Hawaii,piovcja
1659,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,ydvtqxy
1660,2020-06-06,Stay at Home Order,New Hampshire,ohdbk
1661,2020-06-18,Status of Reopening,Florida,bcyljofl
1662,2020-07-25,Large Gatherings Ban,Idaho,mpdvpopa
1663,2020-05-17,Restaurant Limits,Rhode Island,qpzdgam
1664,2020-06-11,Large Gatherings Ban,California,onajodd
1665,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,zmzvxy
1666,2020-09-05,Non-Essential Business Closures,Missouri,jnqij
1667,2020-09-14,Restaurant Limits,Iowa,uwzaanhs
1668,2020-04-07,Stay at Home Order,Nevada,bjphdiar
1669,2020-05-07,Restaurant Limits,Connecticut,xzwflsd
1670,2020-09-08,Large Gatherings Ban,Alaska,swjgvyqm
1671,2020-05-05,Non-Essential Business Closures,Virginia,siyfvoohi
1672,2020-07-11,Non-Essential Business Closures,California,moxvu
1673,2020-04-06,Mandatory Quarantine for Travelers,Hawaii,xqsjlnyn
1674,2020-08-14,Status of Reopening,West Virginia,phscvqlgd
1675,2020-07-06,Stay at Home Order,Iowa,iztgagei
1676,2020-09-18,Mandatory Quarantine for Travelers,Alaska,nxzijgbp
1677,2020-09-05,Mandatory Quarantine for Travelers,Texas,twhtpy
1678,2020-05-09,Restaurant Limits,Nevada,vmoga
1679,2020-09-13,Mandatory Quarantine for Travelers,Rhode Island,usykgh
1680,2020-08-13,Large Gatherings Ban,North Dakota,rtyzyeecd
1681,2020-07-10,Large Gatherings Ban,Rhode Island,uzaaqup
1682,2020-05-31,Mandatory Quarantine for Travelers,South Carolina,mhglttlcr
1683,2020-06-25,Stay at Home Order,New Mexico,ybspuxb
1684,2020-10-01,Mandatory Quarantine for Travelers,Arizona,bcyljofl
1685,2020-04-30,Status of Reopening,Alabama,tdzmeoupp
1686,2020-04-08,Restaurant Limits,South Carolina,tkpaxfzq
1687,2020-06-15,Non-Essential Business Closures,California,azvzoa
1688,2020-06-22,Mandatory Quarantine for Travelers,Montana,dikmn
1689,2020-07-20,Status of Reopening,Wyoming,ltquhmlti
1690,2020-08-27,Restaurant Limits,Colorado,cyzmonh
1691,2020-06-27,Non-Essential Business Closures,Arizona,dzgvfzz
1692,2020-05-02,Stay at Home Order,South Dakota,orepyvmc
1693,2020-07-30,Mandatory Quarantine for Travelers,Delaware,sdbsqvcqs
1694,2020-09-28,Restaurant Limits,Ohio,kedacygmi
1695,2020-05-29,Stay at Home Order,Florida,uzaaqup
1696,2020-07-12,Restaurant Limits,Pennsylvania,xrpkexzc
1697,2020-05-27,Non-Essential Business Closures,Georgia,gjgndyd
1698,2020-04-30,Large Gatherings Ban,New York,mgljp
1699,2020-07-14,Restaurant Limits,California,yerxuu
1700,2020-08-07,Non-Essential Business Closures,Massachusetts,kdbxne
1701,2020-04-02,Restaurant Limits,Hawaii,mabvjzzor
1702,2020-09-28,Non-Essential Business Closures,Nebraska,wovwkrwhr
1703,2020-06-20,Restaurant Limits,Montana,swjgvyqm
1704,2020-07-30,Restaurant Limits,Illinois,tocnff
1705,2020-08-18,Restaurant Limits,Pennsylvania,ynhdxa
1706,2020-05-04,Status of Reopening,Connecticut,kbvybotu
1707,2020-09-18,Stay at Home Order,New Mexico,bkfntg
1708,2020-06-20,Restaurant Limits,Hawaii,nvnfzzc
1709,2020-09-20,Mandatory Quarantine for Travelers,Nebraska,qdjfbdum
1710,2020-06-06,Stay at Home Order,New Hampshire,rxrgeckzc
1711,2020-06-18,Status of Reopening,Florida,gjygdaq
1712,2020-07-25,Large Gatherings Ban,Idaho,wbcehugc
1713,2020-05-17,Restaurant Limits,Rhode Island,bcyljofl
1714,2020-06-11,Large Gatherings Ban,California,kbvybotu
1715,2020-04-10,Mandatory Quarantine for Travelers,Mississippi,cvccqmrc
1716,2020-09-05,Non-Essential Business Closures,Missouri,wxztzej
1717,2020-09-14,Restaurant Limits,Iowa,ybspuxb
1718,2020-04-07,Stay at Home Order,Nevada,piovcja
1719,2020-05-07,Restaurant Limits,Connecticut,sovfygafs
1720,2020-09-08,Large Gatherings Ban,Alaska,jnqij
1721,2020-05-05,Non-Essential Business Closures,Virginia,vmoga
1722,2020-07-11,Non-Essential Business Closures,California,blpejr
