facility_id,facility_name,zipcode,ownership,emergency_service,overall_rating,city_name,state_name
190111,"WILLIS KNIGHTON MEDICAL CENTER, INC",71103,Voluntary non-profit - Private,Yes,3,Shreveport,Louisiana
440102,LINCOLN MEDICAL CENTER,37334,Government - Local,Yes,4,Fayetteville,Tennessee
521347,WESTERN WISCONSIN HEALTH,54002,Voluntary non-profit - Private,Yes,5,Baldwin,Wisconsin
360109,COSHOCTON REGIONAL MEDICAL CENTER,43812,Voluntary non-profit - Private,Yes,3,Coshocton,Ohio
50633,TWIN CITIES COMMUNITY HOSPITAL,93465,Proprietary,Yes,1,Templeton,California
190245,MONROE SURGICAL HOSPITAL,71201,Physician,No,Not Available,Monroe,Louisiana
451311,SWEENY COMMUNITY HOSPITAL,77480,Government - Hospital District or Authority,Yes,Not Available,Sweeny,Texas
110008,NORTHSIDE HOSPITAL CHEROKEE,30115,Voluntary non-profit - Other,Yes,2,Canton,Georgia
60113,"LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH",80122,Voluntary non-profit - Church,Yes,3,Littleton,Colorado
34033,CORNERSTONE BEHAVIORAL HEALTH EL DORADO,85712,Proprietary,No,Not Available,Tucson,Arizona
111327,BACON COUNTY HOSPITAL,31510,Voluntary non-profit - Other,Yes,3,Alma,Georgia
341317,PIONEER COMMUNITY HOSPITAL OF STOKES,27016,Proprietary,Yes,Not Available,Danbury,NorthCarolina
70039,MASONICARE HEALTH CENTER HOSPITAL,6492,Voluntary non-profit - Private,No,4,Wallingford,Connecticut
41330,PIGGOTT COMMUNITY HOSPITAL,72454,Government - Local,Yes,2,Piggott,Arkansas
110165,SOUTHERN REGIONAL MEDICAL CENTER,30274,Voluntary non-profit - Private,Yes,2,Riverdale,Georgia
180128,THREE RIVERS MEDICAL CENTER,41230,Proprietary,Yes,4,Louisa,Kentucky
204005,SPRING HARBOR HOSPITAL,4092,Government - Federal,Yes,Not Available,Westbrook,Maine
364014,NORTHWEST OHIO PSYCHIATRIC HOSPITAL,43614,Government - State,Yes,Not Available,Toledo,Ohio
281364,"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",68310,Voluntary non-profit - Private,Yes,4,Beatrice,Nebraska
521340,MAYO CLINIC HEALTH SYSTEM-RED CEDAR INC,54751,Voluntary non-profit - Private,Yes,5,Menomonie,Wisconsin
220046,BERKSHIRE MEDICAL CENTER,1201,Voluntary non-profit - Other,Yes,2,Pittsfield,Massachusetts
410006,NEWPORT HOSPITAL,2840,Voluntary non-profit - Private,Yes,5,Newport,RhodeIsland
223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,2135,Voluntary non-profit - Private,No,Not Available,Brighton,Massachusetts
30083,ABRAZO SCOTTSDALE CAMPUS,85032,Proprietary,Yes,3,Phoenix,Arizona
510058,CAMDEN CLARK MEDICAL CENTER,26101,Voluntary non-profit - Private,Yes,2,Parkersburg,WestVirginia
490088,CENTRA BEDFORD MEMORIAL HOSPITAL,24523,Voluntary non-profit - Private,Yes,4,Bedford,Virginia
393304,CHILDREN'S HOME OF PITTSBURGH,15224,Voluntary non-profit - Private,No,Not Available,Pittsburgh,Pennsylvania
140206,NORWEGIAN-AMERICAN HOSPITAL,60622,Voluntary non-profit - Private,Yes,2,Chicago,Illinois
230022,PROMEDICA COLDWATER REGIONAL HOSPITAL,49036,Government - Local,Yes,3,Coldwater,Michigan
51326,PLUMAS DISTRICT HOSPITAL,95971,Government - Hospital District or Authority,Yes,Not Available,Quincy,California
161313,GENESIS MEDICAL CENTER-DEWITT,52742,Voluntary non-profit - Private,Yes,Not Available,DeWitt,Iowa
194106,"COMPASS BEHAVIORAL CENTER OF ALEXANDRIA, INC",71301,Proprietary,No,Not Available,Alexandria,Louisiana
61322,HEART OF THE ROCKIES REGIONAL MEDICAL CENTER,81201,Government - Hospital District or Authority,Yes,4,Salida,Colorado
491305,SHENANDOAH MEMORIAL HOSPITAL,22664,Voluntary non-profit - Private,Yes,4,Woodstock,Virginia
150146,PARKVIEW NOBLE HOSPITAL,46755,Voluntary non-profit - Private,Yes,4,Kendallville,Indiana
171311,ROOKS COUNTY HEALTH CENTER,67663,Government - Hospital District or Authority,Yes,Not Available,Plainville,Kansas
230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,49738,Voluntary non-profit - Church,Yes,4,Grayling,Michigan
50329,CORONA REGIONAL MEDICAL CENTER,92882,Proprietary,Yes,3,Corona,California
50036,BAKERSFIELD MEMORIAL HOSPITAL,93301,Voluntary non-profit - Private,Yes,2,Bakersfield,California
140053,ST JOHNS HOSPITAL,62769,Voluntary non-profit - Church,Yes,2,Springfield,Illinois
390325,OSS ORTHOPAEDIC HOSPITAL,17402,Proprietary,No,Not Available,York,Pennsylvania
154035,FOUR COUNTY COUNSELING CENTER,46947,Voluntary non-profit - Private,No,Not Available,Logansport,Indiana
520107,HOLY FAMILY MEMORIAL,54221,Voluntary non-profit - Other,Yes,3,Manitowoc,Wisconsin
450352,HUNT REGIONAL MEDICAL CENTER,75401,Government - Hospital District or Authority,Yes,3,Greenville,Texas
450054,BAYLOR SCOTT & WHITE PAVILION - TEMPLE,76508,Voluntary non-profit - Private,Yes,4,Temple,Texas
451385,GOODALL WITCHER HOSPITAL,76634,Government - Hospital District or Authority,Yes,4,Clifton,Texas
231315,ASCENSION BORGESS LEE HOSPITAL,49047,Voluntary non-profit - Church,Yes,Not Available,Dowagiac,Michigan
381312,COQUILLE VALLEY HOSPITAL DISTRICT,97423,Government - Hospital District or Authority,Yes,4,Coquille,Oregon
451366,COCHRAN MEMORIAL HOSPITAL,79346,Government - Hospital District or Authority,Yes,Not Available,Morton,Texas
161349,VIRGINIA GAY HOSPITAL,52349,Voluntary non-profit - Private,Yes,4,Vinton,Iowa
371324,HARPER COUNTY COMMUNITY HOSPITAL,73834,Government - Local,Yes,Not Available,Buffalo,Oklahoma
360036,WOOSTER COMMUNITY HOSPITAL,44691,Government - Local,Yes,5,Wooster,Ohio
210015,MEDSTAR FRANKLIN SQUARE MEDICAL CENTER,21237,Voluntary non-profit - Private,Yes,2,Baltimore,Maryland
330223,MASSENA HOSPITAL INC,13662,Government - Local,Yes,3,Massena,NewYork
441314,LAUDERDALE COMMUNITY HOSPITAL,38063,Proprietary,Yes,Not Available,Ripley,Tennessee
100007,ADVENTHEALTH ORLANDO,32803,Voluntary non-profit - Private,Yes,4,Orlando,Florida
50234,SHARP CORONADO HOSPITAL AND HLTHCR CTR,92118,Proprietary,Yes,5,Coronado,California
461333,GARFIELD MEMORIAL HOSPITAL,84759,Government - Local,Yes,4,Panguitch,Utah
10073,CLAY COUNTY HOSPITAL,36251,Government - Hospital District or Authority,Yes,4,Ashland,Alabama
381317,ADVENTIST HEALTH TILLAMOOK,97141,Voluntary non-profit - Church,Yes,4,Tillamook,Oregon
431335,HURON REGIONAL MEDICAL CENTER,57350,Voluntary non-profit - Private,Yes,Not Available,Huron,SouthDakota
110111,UNIVERSITY MCDUFFIE COUNTY REGIONAL MEDICAL CENTER,30824,Government - Hospital District or Authority,Yes,3,Thomson,Georgia
501324,THREE RIVERS HOSPITAL,98812,Government - Hospital District or Authority,Yes,Not Available,Brewster,Washington
41302,DARDANELLE HOSPITAL,72834,Government - Local,Yes,2,Dardanelle,Arkansas
131302,NORTH CANYON MEDICAL CENTER,83330,Voluntary non-profit - Private,No,5,Gooding,Idaho
360276,HMHP ST ELIZABETH BOARDMAN HEALTH CENTER,44512,Voluntary non-profit - Church,Yes,3,Boardman,Ohio
10058,BIBB MEDICAL CENTER,35042,Government - Hospital District or Authority,Yes,3,Centreville,Alabama
450872,U S M D HOSPITAL AT ARLINGTON L P,76017,Physician,Yes,3,Arlington,Texas
390030,SCHUYLKILL MEDICAL CENTER - SOUTH JACKSON STREET,17901,Voluntary non-profit - Private,Yes,2,Pottsville,Pennsylvania
151314,ST VINCENT SALEM HOSPITAL INC,47167,Voluntary non-profit - Private,Yes,Not Available,Salem,Indiana
141313,MASON DISTRICT HOSPITAL,62644,Government - Hospital District or Authority,Yes,4,Havana,Illinois
10101,CITIZENS BAPTIST MEDICAL CENTER,35161,Voluntary non-profit - Private,Yes,3,Talladega,Alabama
531302,MEMORIAL HOSPITAL OF CONVERSE COUNTY,82633,Government - Local,Yes,4,Douglas,Wyoming
454029,SETON SHOAL CREEK HOSPITAL,78731,Voluntary non-profit - Private,No,Not Available,Austin,Texas
241356,MILLE LACS HEALTH SYSTEM,56359,Voluntary non-profit - Private,Yes,4,Onamia,Minnesota
380052,"SAINT ALPHONSUS MEDICAL CENTER - ONTARIO, INC",97914,Voluntary non-profit - Church,Yes,5,Ontario,Oregon
351312,NORTHWOOD DEACONESS HEALTH CENTER,58267,Voluntary non-profit - Church,Yes,Not Available,Northwood,NorthDakota
250104,ANDERSON REGIONAL MEDICAL CTR,39301,Voluntary non-profit - Private,Yes,2,Meridian,Mississippi
290045,SAINT ROSE DOMINICAN HOSPITALS - SIENA CAMPUS,89052,Voluntary non-profit - Private,Yes,2,Henderson,Nevada
511320,JACKSON GENERAL HOSPITAL,25271,Voluntary non-profit - Other,Yes,4,Ripley,WestVirginia
450644,HCA HOUSTON HEALTHCARE WEST,77082,Proprietary,Yes,4,Houston,Texas
490011,BON SECOURS DEPAUL MEDICAL CENTER,23505,Voluntary non-profit - Private,Yes,2,Norfolk,Virginia
360055,TRUMBULL REGIONAL MEDICAL CENTER,44482,Proprietary,Yes,1,Warren,Ohio
180043,MANCHESTER MEMORIAL HOSPITAL,40962,Voluntary non-profit - Church,Yes,3,Manchester,Kentucky
271321,WHEATLAND MEMORIAL HOSPITAL,59036,Government - Local,Yes,Not Available,Harlowton,Montana
261309,WRIGHT MEMORIAL HOSPITAL,64683,Voluntary non-profit - Private,Yes,4,Trenton,Missouri
460043,OREM COMMUNITY HOSPITAL,84057,Voluntary non-profit - Private,Yes,Not Available,Orem,Utah
100044,CLEVELAND CLINIC MARTIN NORTH HOSPITAL,34995,Voluntary non-profit - Private,Yes,1,Stuart,Florida
31309,SAGE MEMORIAL HOSPITAL,86505,Voluntary non-profit - Private,No,Not Available,Ganado,Arizona
140110,OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR,61350,Voluntary non-profit - Private,Yes,4,Ottawa,Illinois
490007,SENTARA NORFOLK GENERAL HOSPITAL,23507,Voluntary non-profit - Other,Yes,3,Norfolk,Virginia
371329,FAIRVIEW REGIONAL MEDICAL CENTER AUTHORITY,73737,Government - Hospital District or Authority,Yes,Not Available,Fairview,Oklahoma
150173,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,47905,Voluntary non-profit - Private,Yes,3,Lafayette,Indiana
340020,CENTRAL CAROLINA HOSPITAL,27330,Voluntary non-profit - Private,Yes,2,Sanford,NorthCarolina
10038,STRINGFELLOW MEMORIAL HOSPITAL,36201,Proprietary,Yes,2,Anniston,Alabama
111310,"MEDICAL CENTER OF PEACH COUNTY, NAVICENT HEALTH",31008,Government - Hospital District or Authority,Yes,4,Byron,Georgia
161344,WASHINGTON COUNTY HOSPITAL AND CLINICS,52353,Voluntary non-profit - Other,Yes,4,Washington,Iowa
131322,FRANKLIN COUNTY MEDICAL CENTER,83263,Government - Local,Yes,4,Preston,Idaho
70025,HARTFORD HOSPITAL,6102,Voluntary non-profit - Private,Yes,2,Hartford,Connecticut
100062,ADVENTHEALTH OCALA,34474,Government - Hospital District or Authority,Yes,2,Ocala,Florida
450460,TYLER COUNTY HOSPITAL,75979,Government - Hospital District or Authority,Yes,3,Woodville,Texas
170196,"KANSAS SPINE & SPECIALTY HOSPITAL, LLC",67226,Physician,No,Not Available,Wichita,Kansas
451359,OCHILTREE GENERAL HOSPITAL,79070,Government - Hospital District or Authority,Yes,4,Perryton,Texas
41313,OZARK HEALTH,72031,Voluntary non-profit - Private,Yes,3,Clinton,Arkansas
441316,CAMDEN GENERAL HOSPITAL,38320,Government - Hospital District or Authority,Yes,4,Camden,Tennessee
360009,LIMA MEMORIAL HEALTH SYSTEM,45804,Voluntary non-profit - Other,No,2,Lima,Ohio
450833,ENNIS REGIONAL MEDICAL CENTER,75119,Proprietary,Yes,3,Ennis,Texas
490093,SENTARA CAREPLEX HOSPITAL,23666,Voluntary non-profit - Private,Yes,3,Hampton,Virginia
501334,LAKE CHELAN COMMUNITY HOSPITAL,98816,Government - Hospital District or Authority,Yes,Not Available,Chelan,Washington
150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,47403,Voluntary non-profit - Private,Yes,4,Bloomington,Indiana
450874,BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,75063,Proprietary,Yes,Not Available,Irving,Texas
534001,WYOMING STATE HOSPITAL,82931,Government - State,No,Not Available,Evanston,Wyoming
444007,ROLLING HILLS PSYCHIATRIC HOSPITAL,37067,Voluntary non-profit - Private,Yes,Not Available,Franklin,Tennessee
50136,PETALUMA VALLEY HOSPITAL,94954,Voluntary non-profit - Other,Yes,3,Petaluma,California
450235,MEMORIAL HOSPITAL,78629,Government - Hospital District or Authority,Yes,4,Gonzales,Texas
51307,CATALINA ISLAND MEDICAL CENTER,90704,Voluntary non-profit - Private,Yes,Not Available,Avalon,California
310092,CAPITAL HEALTH REGIONAL MEDICAL CENTER,8638,Voluntary non-profit - Private,Yes,2,Trenton,NewJersey
61305,MELISSA MEMORIAL HOSPITAL,80734,Government - Hospital District or Authority,Yes,Not Available,Holyoke,Colorado
50739,CENTINELA HOSPITAL MEDICAL CENTER,90301,Proprietary,No,4,Inglewood,California
334022,BRYLIN HOSP,14209,Proprietary,No,Not Available,Buffalo,NewYork
390204,NAZARETH HOSPITAL,19152,Voluntary non-profit - Private,Yes,2,Philadelphia,Pennsylvania
380017,LEGACY GOOD SAMARITAN MEDICAL CENTER,97210,Voluntary non-profit - Private,Yes,4,Portland,Oregon
251319,HOLMES COUNTY HOSPITAL AND CLINICS,39095,Government - State,Yes,Not Available,Lexington,Mississippi
310009,CLARA MAASS MEDICAL CENTER,7109,Voluntary non-profit - Private,Yes,3,Belleville,NewJersey
50009,QUEEN OF THE VALLEY MEDICAL CENTER,94558,Voluntary non-profit - Church,Yes,4,Napa,California
144005,AURORA CHICAGO LAKESHORE HOSPITAL,60640,Proprietary,Yes,Not Available,Chicago,Illinois
180011,SAINT JOSEPH LONDON,40741,Voluntary non-profit - Private,Yes,4,London,Kentucky
34029,OASIS BEHAVIORAL HEALTH HOSPITAL,85225,Proprietary,No,Not Available,Chandler,Arizona
420023,ST FRANCIS-DOWNTOWN,29601,Voluntary non-profit - Private,Yes,5,Greenville,SouthCarolina
261324,CASS REGIONAL MEDICAL CENTER,64701,Government - Local,Yes,4,Harrisonville,Missouri
50057,KAWEAH DELTA MEDICAL CENTER,93291,Government - Hospital District or Authority,Yes,2,Visalia,California
21301,PROVIDENCE VALDEZ MEDICAL CENTER,99686,Government - Local,Yes,Not Available,Valdez,Alaska
10008,CRENSHAW COMMUNITY HOSPITAL,36049,Proprietary,Yes,4,Luverne,Alabama
44007,RIVENDELL BEHAVIORAL HEALTH SERVICES OF ARKANSAS,72019,Proprietary,No,Not Available,Benton,Arkansas
440082,SAINT THOMAS WEST HOSPITAL,37205,Voluntary non-profit - Church,Yes,4,Nashville,Tennessee
390039,UPMC SOMERSET,15501,Voluntary non-profit - Private,Yes,3,Somerset,Pennsylvania
220002,MOUNT AUBURN HOSPITAL,2138,Voluntary non-profit - Private,Yes,4,Cambridge,Massachusetts
30011,ST JOSEPH'S HOSPITAL,85711,Voluntary non-profit - Other,Yes,2,Tucson,Arizona
100161,CENTRAL FLORIDA REGIONAL HOSPITAL,32771,Proprietary,Yes,2,Sanford,Florida
460015,LOGAN REGIONAL HOSPITAL,84341,Voluntary non-profit - Private,Yes,5,Logan,Utah
190090,WINN PARISH MEDICAL CENTER,71483,Proprietary,Yes,2,Winnfield,Louisiana
30037,ST LUKE'S MEDICAL CENTER,85006,Proprietary,Yes,4,Phoenix,Arizona
394027,FAIRMOUNT BEHAVIORAL HEALTH SYSTEM,19128,Proprietary,No,Not Available,Philadelphia,Pennsylvania
140242,CENTRAL DUPAGE HOSPITAL,60190,Voluntary non-profit - Private,Yes,4,Winfield,Illinois
521312,MEMORIAL HOSPITAL OF LAFAYETTE COUNTY,53530,Government - Local,Yes,Not Available,Darlington,Wisconsin
50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,95204,Voluntary non-profit - Private,Yes,1,Stockton,California
441306,ERLANGER BLEDSOE HOSPITAL,37367,Government - Hospital District or Authority,Yes,Not Available,Pikeville,Tennessee
171354,"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",66521,Government - Hospital District or Authority,Yes,4,Onaga,Kansas
150088,ST. VINCENT ANDERSON REGIONAL HOSPITAL,46016,Voluntary non-profit - Private,Yes,3,Anderson,Indiana
454131,WESTPARK SPRINGS LLC,77407,Voluntary non-profit - Other,Yes,Not Available,Richmond,Texas
161328,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,52136,Government - Local,Yes,Not Available,Cresco,Iowa
520019,MINISTRY SAINT MARYS HOSPITAL,54501,Voluntary non-profit - Private,Yes,4,Rhinelander,Wisconsin
500154,MULTICARE COVINGTON MEDICAL CENTER,98042,Voluntary non-profit - Private,Yes,Not Available,Covington,Washington
230142,BEAUMONT HOSPITAL - WAYNE,48184,Voluntary non-profit - Private,Yes,3,Wayne,Michigan
360133,GRANDVIEW AND SOUTHVIEW HOSPITALS,45405,Voluntary non-profit - Other,Yes,5,Dayton,Ohio
210061,ATLANTIC GENERAL HOSPITAL,21811,Voluntary non-profit - Private,Yes,4,Berlin,Maryland
440048,BAPTIST MEMORIAL HOSPITAL,38120,Voluntary non-profit - Private,Yes,2,Memphis,Tennessee
360131,ALLIANCE COMMUNITY HOSPITAL,44601,Voluntary non-profit - Other,Yes,4,Alliance,Ohio
50534,JOHN F KENNEDY MEMORIAL HOSPITAL,92201,Proprietary,Yes,3,Indio,California
41308,MCGEHEE HOSPITAL,71654,Voluntary non-profit - Private,Yes,Not Available,McGehee,Arkansas
670095,MEMORIAL HERMANN FIRST COLONY HOSPITAL,77375,Proprietary,No,Not Available,Tomball,Texas
451324,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,76950,Government - Hospital District or Authority,Yes,Not Available,Sonora,Texas
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,92025,Government - Hospital District or Authority,Yes,4,Escondido,California
10169,ATMORE COMMUNITY HOSPITAL,36502,Government - Hospital District or Authority,Yes,3,Atmore,Alabama
330102,KENMORE MERCY HOSPITAL,14217,Voluntary non-profit - Church,Yes,3,Kenmore,NewYork
374000,GRIFFIN MEMORIAL HOSPITAL,73070,Government - State,No,Not Available,Norman,Oklahoma
384008,OREGON STATE HOSPITAL DISTINCT PART,97301,Government - State,No,Not Available,Salem,Oregon
450369,CHILDRESS REGIONAL MEDICAL CENTER,79201,Government - Hospital District or Authority,Yes,4,Childress,Texas
500084,EVERGREENHEALTH MONROE,98272,Government - Hospital District or Authority,Yes,2,Monroe,Washington
390312,EASTERN REGIONAL MEDICAL CENTER,19124,Voluntary non-profit - Private,No,4,Philadelphia,Pennsylvania
261319,MERCY HOSPITAL LINCOLN,63379,Government - Local,Yes,4,Troy,Missouri
420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,29506,Voluntary non-profit - Private,Yes,3,Florence,SouthCarolina
161364,JEFFERSON COUNTY HEALTH CENTER,52556,Government - Local,Yes,3,Fairfield,Iowa
194007,NORTHLAKE BEHAVIORAL HEALTH SYSTEM,70448,Voluntary non-profit - Private,No,Not Available,Mandeville,Louisiana
370091,"SAINT FRANCIS HOSPITAL, INC",74136,Voluntary non-profit - Private,Yes,4,Tulsa,Oklahoma
250031,MERIT HEALTH RIVER REGION,39183,Proprietary,Yes,1,Vicksburg,Mississippi
151330,ADAMS MEMORIAL HOSPITAL,46733,Government - Local,Yes,4,Decatur,Indiana
113300,CHILDREN'S HEALTHCARE OF ATLANTA AT EGLESTON,30322,Voluntary non-profit - Private,Yes,Not Available,Atlanta,Georgia
100121,BARTOW REGIONAL MEDICAL CENTER,33831,Proprietary,Yes,3,Bartow,Florida
351328,LINTON HOSPITAL - CAH,58552,Voluntary non-profit - Private,Yes,Not Available,Linton,NorthDakota
141329,MORRISON COMMUNITY HOSPITAL,61270,Government - Hospital District or Authority,Yes,Not Available,Morrison,Illinois
234038,BCA STONECREST CENTER,48205,Proprietary,No,Not Available,Detroit,Michigan
110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",30501,Government - Local,Yes,3,Gainesville,Georgia
171327,ELLSWORTH COUNTY MEDICAL CENTER,67439,Proprietary,Yes,4,Ellsworth,Kansas
54131,JOHN MUIR BEHAVIORAL HEALTH CENTER,94524,Voluntary non-profit - Private,Yes,Not Available,Concord,California
230279,ASCENSION BRIGHTON CENTER FOR RECOVERY,48116,Voluntary non-profit - Private,No,Not Available,Brighton,Michigan
104076,UNIVERSITY BEHAVIORAL CENTER,32826,Voluntary non-profit - Private,No,Not Available,Orlando,Florida
140067,SAINT FRANCIS MEDICAL CENTER,61637,Voluntary non-profit - Private,Yes,1,Peoria,Illinois
161381,SANFORD SHELDON MEDICAL CENTER,51201,Voluntary non-profit - Private,Yes,4,Sheldon,Iowa
50211,ALAMEDA HOSPITAL,94501,Government - Hospital District or Authority,Yes,2,Alameda,California
281347,OSMOND GENERAL HOSPITAL,68765,Voluntary non-profit - Private,Yes,Not Available,Osmond,Nebraska
231334,PROMEDICA HERRICK HOSPITAL,49286,Government - Federal,Yes,Not Available,Tecumseh,Michigan
260177,NEW LIBERTY HOSPITAL DISTRICT,64069,Government - Hospital District or Authority,Yes,3,Liberty,Missouri
330157,SAMARITAN MEDICAL CENTER,13601,Voluntary non-profit - Private,Yes,3,Watertown,NewYork
180079,HARRISON MEMORIAL HOSPITAL,41031,Voluntary non-profit - Other,Yes,4,Cynthiana,Kentucky
490048,LEWISGALE MEDICAL CENTER,24153,Voluntary non-profit - Private,Yes,4,Salem,Virginia
310029,VIRTUA OUR LADY OF LOURDES HOSPITAL,8103,Voluntary non-profit - Private,Yes,4,Camden,NewJersey
450193,CHI ST LUKE'S HEALTH BAYLOR COLLEGE OF MEDICINE ME,77030,Voluntary non-profit - Church,Yes,4,Houston,Texas
391314,TITUSVILLE HOSPITAL,16354,Voluntary non-profit - Private,Yes,4,Titusville,Pennsylvania
371302,"MERCY HOSPITAL WATONGA, INC",73772,Voluntary non-profit - Private,Yes,Not Available,Watonga,Oklahoma
220063,LOWELL GENERAL HOSPITAL,1854,Voluntary non-profit - Private,Yes,2,Lowell,Massachusetts
100254,CAPITAL REGIONAL MEDICAL CENTER,32308,Proprietary,Yes,2,Tallahassee,Florida
271301,FALLON MEDICAL COMPLEX HOSPITAL,59313,Voluntary non-profit - Private,Yes,Not Available,Baker,Montana
150037,HANCOCK REGIONAL HOSPITAL,46140,Government - Local,Yes,4,Greenfield,Indiana
361319,SELBY GENERAL HOSPITAL,45750,Voluntary non-profit - Private,Yes,5,Marietta,Ohio
524018,ROGERS MEMORIAL HOSPITAL,53066,Voluntary non-profit - Private,No,Not Available,Oconomowoc,Wisconsin
250168,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER- GRENADA,38901,Government - State,Yes,3,Grenada,Mississippi
341322,ST LUKES HOSPITAL,28722,Voluntary non-profit - Private,Yes,4,Columbus,NorthCarolina
50609,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,92806,Voluntary non-profit - Private,Yes,4,Anaheim,California
110041,HABERSHAM COUNTY MEDICAL CTR,30535,Government - Hospital District or Authority,Yes,3,Demorest,Georgia
60028,SAINT JOSEPH HOSPITAL,80218,Voluntary non-profit - Private,Yes,4,Denver,Colorado
60118,ST. ANTHONY SUMMIT MEDICAL CENTER,80443,Voluntary non-profit - Church,No,Not Available,Frisco,Colorado
230167,MCLAREN GREATER LANSING,48910,Voluntary non-profit - Private,Yes,4,Lansing,Michigan
260023,MERCY HOSPITAL JEFFERSON,63028,Voluntary non-profit - Private,Yes,4,Festus,Missouri
111331,MITCHELL COUNTY HOSPITAL,31730,Government - Hospital District or Authority,Yes,Not Available,Camilla,Georgia
310054,HACKENSACKUMC MOUNTAINSIDE,7042,Voluntary non-profit - Private,Yes,3,Montclair,NewJersey
360026,GREENE MEMORIAL HOSPITAL,45385,Voluntary non-profit - Private,Yes,4,Xenia,Ohio
521329,ST MARYS HOSPITAL SUPERIOR,54880,Voluntary non-profit - Private,Yes,4,Superior,Wisconsin
380082,PROVIDENCE MILWAUKIE HOSPITAL,97222,Voluntary non-profit - Church,No,4,Milwaukie,Oregon
521353,CUMBERLAND MEMORIAL HOSPITAL,54829,Voluntary non-profit - Other,Yes,3,Cumberland,Wisconsin
364049,DUBLIN SPRINGS,43016,Proprietary,No,Not Available,Dublin,Ohio
190255,PARK PLACE SURGICAL HOSPITAL,70508,Physician,No,5,Lafayette,Louisiana
140200,ELMHURST MEMORIAL HOSPITAL,60126,Proprietary,Yes,5,Elmhurst,Illinois
191322,ABROM KAPLAN MEMORIAL HOSPITAL,70548,Voluntary non-profit - Private,Yes,4,Kaplan,Louisiana
14016,"SANCTUARY AT THE WOODLANDS, THE",35055,Proprietary,No,Not Available,Cullman,Alabama
251337,TIPPAH COUNTY HOSPITAL,38663,Government - Local,Yes,4,Ripley,Mississippi
70034,NORWALK HOSPITAL,6856,Voluntary non-profit - Private,Yes,2,Norwalk,Connecticut
41326,DELTA MEMORIAL HOSPITAL,71639,Voluntary non-profit - Private,Yes,2,Dumas,Arkansas
440144,TENNOVA HEALTHCARE-HARTON,37388,Voluntary non-profit - Other,Yes,2,Tullahoma,Tennessee
100093,BAPTIST HOSPITAL,32501,Voluntary non-profit - Private,Yes,4,Pensacola,Florida
170145,"COFFEYVILLE REGIONAL MEDICAL CENTER, INC",67337,Government - Local,Yes,3,Coffeyville,Kansas
243302,CHILDREN'S HOSPITALS & CLINICS OF MN,55404,Voluntary non-profit - Private,Yes,Not Available,Minneapolis,Minnesota
110104,CRISP REGIONAL HOSPITAL,31015,Government - Hospital District or Authority,Yes,3,Cordele,Georgia
181317,CUMBERLAND COUNTY HOSPITAL,42717,Government - Local,Yes,3,Burkesville,Kentucky
50195,WASHINGTON HOSPITAL,94538,Government - Hospital District or Authority,Yes,3,Fremont,California
51330,MODOC MEDICAL CENTER,96101,Government - Hospital District or Authority,Yes,Not Available,Alturas,California
230230,EDWARD W SPARROW HOSPITAL,48912,Voluntary non-profit - Other,Yes,3,Lansing,Michigan
100019,HOLMES REGIONAL MEDICAL CENTER,32901,Voluntary non-profit - Private,Yes,3,Melbourne,Florida
670067,BAYLOR SCOTT AND WHITE ORTHOPEDIC AND SPINE HOSPI,76015,Proprietary,Yes,Not Available,Arlington,Texas
60131,UCHEALTH GREELEY HOSPITAL,80634,Voluntary non-profit - Private,Yes,Not Available,Greeley,Colorado
330241,UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,13210,Government - State,Yes,2,Syracuse,NewYork
131310,ST LUKE'S JEROME,83338,Voluntary non-profit - Private,Yes,Not Available,Jerome,Idaho
241336,KITTSON MEMORIAL HOSPITAL,56728,Voluntary non-profit - Private,Yes,Not Available,Hallock,Minnesota
220101,NEWTON-WELLESLEY HOSPITAL,2462,Voluntary non-profit - Other,Yes,4,Newton,Massachusetts
210019,PENINSULA REGIONAL MEDICAL CENTER,21801,Voluntary non-profit - Private,Yes,5,Salisbury,Maryland
340075,CAROLINAS HEALTHCARE SYSTEM-BLUE RIDGE,28655,Proprietary,Yes,4,Morganton,NorthCarolina
271316,FRANCES MAHON DEACONESS HOSPITAL,59230,Voluntary non-profit - Private,Yes,4,Glasgow,Montana
